run_id,scenario,seed,duration_h,target,final_sev,ramp_min,onset_min,antecedent_dry_days,antecedent_precip_index,ramp_type,label_scheme,k_loss_max,obs_tau_depth,obs_tau_flow,n_rows,n_blk_cause,n_blk_obs_or,n_blk_obs_and,n_blk_obs_depth,n_rain_obs_and,n_normal_obs_and,sensor_conduits,realism,parquet
s1_r010,S1,1497409807,168,G73F020_G73F010_l1,0,0,0,7,15.67427878,instant,obs_and,1,0.01,0.000111297,10079,0,0,0,0,0,10079,G73F000_G72F120_l1;G73F001_G73F000_l1;G73F007_G73F000_l1;G73F010_G73F000_l1;G73F020_G73F010_l1;G73F030_G73F020_l1;G73F040_G73F030_l1,"{""depth__node_G73F020"": {""snr_db"": 29.236128652756395, ""drift_frac"": 0.03918569695734085, ""resolution"": 0.0004535336948892194, ""dropout_frac"": 0.005655322948705229}, ""flow__G73F010_G73F000_l1"": {""snr_db"": 36.1721460431738, ""drift_frac"": 0.04240520773318709, ""resolution"": 3.670381914482192e-05, ""dropout_frac"": 0.008234943942851474}, ""vel__G73F010_G73F000_l1"": {""snr_db"": 34.60839939172771, ""drift_frac"": 0.03700510440657097, ""resolution"": 3.3501992618829733e-06, ""dropout_frac"": 0.0065482686774481595}, ""ushear__G73F010_G73F000_l1"": {""snr_db"": 35.91269751529641, ""drift_frac"": 0.03431289540904562, ""resolution"": 2.471706415718462e-07, ""dropout_frac"": 0.00744121440619109}}",runs\s1_r010.parquet
s1_r011,S1,85165024,168,G64F020_G64F010_l1,0,0,0,6,14.35630064,instant,obs_and,1,0.01319877,0.000765206,10079,0,0,0,0,0,10079,G63F090_G63F080_l1;G64F010_G63F090_l1;G64F020_G64F010_l1;G64F030_G64F020_l1;G64F040_G64F030_l1,"{""depth__node_G64F020"": {""snr_db"": 28.0225082404424, ""drift_frac"": 0.03589075161142696, ""resolution"": 0.0012936595935924065, ""dropout_frac"": 0.005853755332870325}, ""flow__G64F010_G63F090_l1"": {""snr_db"": 31.70351965767364, ""drift_frac"": 0.014709240377570727, ""resolution"": 0.00012809897325055704, ""dropout_frac"": 0.00744121440619109}, ""vel__G64F010_G63F090_l1"": {""snr_db"": 30.473415515011766, ""drift_frac"": 0.04935432281508183, ""resolution"": 7.158475202566066e-06, ""dropout_frac"": 0.0072427820220259944}, ""ushear__G64F010_G63F090_l1"": {""snr_db"": 28.219805167354536, ""drift_frac"": 0.03134755267966664, ""resolution"": 4.656297092530513e-07, ""dropout_frac"": 0.008036511558686378}}",runs\s1_r011.parquet
s1_r012,S1,396629337,168,G72F100_G72F095_l1,0,0,0,4,5.628717045,instant,obs_and,1,0.01,0.000129037,10079,0,0,0,0,0,10079,G72F091_G72F095_l1;G72F092_G72F091_l1;G72F100_G72F095_l1;G72F101_G72K100_l1;G72F111_1102710_l1;G72F640_G72F090_l1;G72F095_G72F090_l1,"{""depth__node_G72F100"": {""snr_db"": 24.82910019769589, ""drift_frac"": 0.014071792611281653, ""resolution"": 0.0005921599721444477, ""dropout_frac"": 0.00416708006746701}, ""flow__G72F095_G72F090_l1"": {""snr_db"": 38.77160639021335, ""drift_frac"": 0.04069641400484328, ""resolution"": 5.211353280678993e-05, ""dropout_frac"": 0.006746701061613255}, ""vel__G72F095_G72F090_l1"": {""snr_db"": 30.726388916913756, ""drift_frac"": 0.0479230858407728, ""resolution"": 7.127164980277597e-05, ""dropout_frac"": 0.00605218771703542}, ""ushear__G72F095_G72F090_l1"": {""snr_db"": 36.328733945916056, ""drift_frac"": 0.047897628518195734, ""resolution"": 4.906321928281226e-06, ""dropout_frac"": 0.007838079174521282}}",runs\s1_r012.parquet
s1_r013,S1,109974600,168,G65F070_G65F060_l1,0,0,0,11,3.171814305,instant,obs_and,1,0.01,0.000585776,10079,0,0,0,0,0,10079,G65F040_G65F030_l1;G65F060_G65F040_l1;G65F070_G65F060_l1;G65F080_G65F070_l1;G65F090_G65F080_l1,"{""depth__node_G65F070"": {""snr_db"": 35.56619455757287, ""drift_frac"": 0.00792953576303433, ""resolution"": 0.0009117772237828587, ""dropout_frac"": 0.007639646790356186}, ""flow__G65F060_G65F040_l1"": {""snr_db"": 32.384356288292, ""drift_frac"": 0.01696158986382767, ""resolution"": 0.00011282602718196845, ""dropout_frac"": 0.005754539140787777}, ""vel__G65F060_G65F040_l1"": {""snr_db"": 33.18081834873447, ""drift_frac"": 0.03382812582328905, ""resolution"": 6.209598923821359e-06, ""dropout_frac"": 0.007738862982438734}, ""ushear__G65F060_G65F040_l1"": {""snr_db"": 24.351500187517154, ""drift_frac"": 0.038476087216327295, ""resolution"": 4.014528650089281e-07, ""dropout_frac"": 0.006349836293283064}}",runs\s1_r013.parquet
s1_r014,S1,1639714825,168,G71F170_G71F160_l1,0,0,0,9,12.49273843,instant,obs_and,1,0.01,0.000328017,10079,0,0,0,0,0,10079,G71F141_G71F140_l1;G71F170_G71F160_l1;G71F171_G71F170_l1;G71F172_G71F171_l1;G71F160_G71F140_l1,"{""depth__node_G71F170"": {""snr_db"": 31.76559862405723, ""drift_frac"": 0.03123184606289431, ""resolution"": 0.0009543547885065381, ""dropout_frac"": 0.006746701061613255}, ""flow__G71F160_G71F140_l1"": {""snr_db"": 34.16957250742134, ""drift_frac"": 0.0278188619085738, ""resolution"": 7.50635752113364e-05, ""dropout_frac"": 0.007738862982438734}, ""vel__G71F160_G71F140_l1"": {""snr_db"": 39.52518662198096, ""drift_frac"": 0.027409192213905205, ""resolution"": 0.7224103459616532, ""dropout_frac"": 0.004563944835797202}, ""ushear__G71F160_G71F140_l1"": {""snr_db"": 25.252232720692852, ""drift_frac"": 0.03597774060920241, ""resolution"": 0.05040424417093869, ""dropout_frac"": 0.00515924198829249}}",runs\s1_r014.parquet
s1_r015,S1,379095587,168,G72F100_G72F095_l1,0,0,0,2,14.35244352,instant,obs_and,1,0.011166661,0.000557911,10079,0,0,0,0,0,10079,G72F091_G72F095_l1;G72F092_G72F091_l1;G72F100_G72F095_l1;G72F101_G72K100_l1;G72F111_1102710_l1;G72F640_G72F090_l1;G72F095_G72F090_l1,"{""depth__node_G72F100"": {""snr_db"": 22.337003005251123, ""drift_frac"": 0.035881108806103096, ""resolution"": 0.0005921599721444477, ""dropout_frac"": 0.004266296259549558}, ""flow__G72F095_G72F090_l1"": {""snr_db"": 25.51641248526087, ""drift_frac"": 0.022561136201696242, ""resolution"": 5.211353280678993e-05, ""dropout_frac"": 0.006151403909117968}, ""vel__G72F095_G72F090_l1"": {""snr_db"": 24.81734073011991, ""drift_frac"": 0.03338260906945311, ""resolution"": 7.127164980277597e-05, ""dropout_frac"": 0.00833416013493402}, ""ushear__G72F095_G72F090_l1"": {""snr_db"": 31.09427624880096, ""drift_frac"": 0.007574311843385001, ""resolution"": 4.906321928281226e-06, ""dropout_frac"": 0.00605218771703542}}",runs\s1_r015.parquet
s1_r016,S1,1910413110,168,F74F380_F74F370_l1,0,0,0,13,5.713626382,instant,obs_and,1,0.01,0.001301044,10079,0,0,0,0,0,10079,F74F370_F74F360_l1;F74F380_F74F370_l1;F74F390_F74F380_l1;F74F410_F74F390_l1,"{""depth__node_F74F380"": {""snr_db"": 37.57919345100232, ""drift_frac"": 0.014284065956128906, ""resolution"": 0.0015544037680987558, ""dropout_frac"": 0.007838079174521282}, ""flow__F74F370_F74F360_l1"": {""snr_db"": 29.63896032791418, ""drift_frac"": 0.015399471938974141, ""resolution"": 0.00017231590425857525, ""dropout_frac"": 0.00843337632701657}, ""vel__F74F370_F74F360_l1"": {""snr_db"": 24.938897253519755, ""drift_frac"": 0.04798111485428073, ""resolution"": 1.6683045822230094e-05, ""dropout_frac"": 0.006449052485365612}, ""ushear__F74F370_F74F360_l1"": {""snr_db"": 35.030005013806985, ""drift_frac"": 0.014880712638051703, ""resolution"": 1.0536831530462304e-06, ""dropout_frac"": 0.00466316102787975}}",runs\s1_r016.parquet
s1_r017,S1,2101677088,168,G64F080_G64F070_l1,0,0,0,9,11.60364224,instant,obs_and,1,0.01,0.002610589,10079,0,0,0,0,0,10079,G64F060_G64F040_l1;G64F070_G64F060_l1;G64F080_G64F070_l1;G65F010_G64F080_l1;G65F020_G65F010_l1,"{""depth__node_G64F080"": {""snr_db"": 31.485390831118952, ""drift_frac"": 0.029009105610284764, ""resolution"": 0.0013287529352311064, ""dropout_frac"": 0.006647484869530707}, ""flow__G64F070_G64F060_l1"": {""snr_db"": 20.037259638905194, ""drift_frac"": 0.00559450364141717, ""resolution"": 0.0001185014711034612, ""dropout_frac"": 0.0065482686774481595}, ""vel__G64F070_G64F060_l1"": {""snr_db"": 37.95995471865584, ""drift_frac"": 0.04243357874670558, ""resolution"": 6.633164060757077e-06, ""dropout_frac"": 0.006250620101200516}, ""ushear__G64F070_G64F060_l1"": {""snr_db"": 30.10663688451507, ""drift_frac"": 0.0456632117764037, ""resolution"": 4.2781069543024514e-07, ""dropout_frac"": 0.005655322948705229}}",runs\s1_r017.parquet
s1_r018,S1,1300917738,168,G60F110_G60F090_l1,0,0,0,4,15.0566464,instant,obs_and,1,0.011953158,0.001413332,10079,0,0,0,0,0,10079,G60F070_G60F060_l1;G60F090_G60F070_l1;G60F110_G60F090_l1;G60F120_G60F110_l1;G60F130_G60F120_l1,"{""depth__node_G60F110"": {""snr_db"": 24.972417714102924, ""drift_frac"": 0.03764161599358107, ""resolution"": 0.0008311422893868302, ""dropout_frac"": 0.009921619208254788}, ""flow__G60F090_G60F070_l1"": {""snr_db"": 26.854654683299128, ""drift_frac"": 0.03474839344433508, ""resolution"": 0.0001367426806472079, ""dropout_frac"": 0.00833416013493402}, ""vel__G60F090_G60F070_l1"": {""snr_db"": 32.91467384792197, ""drift_frac"": 0.04954161617766327, ""resolution"": 1.1936976380761873e-05, ""dropout_frac"": 0.00843337632701657}, ""ushear__G60F090_G60F070_l1"": {""snr_db"": 30.8092033623209, ""drift_frac"": 0.018436148142619926, ""resolution"": 7.409573470265858e-07, ""dropout_frac"": 0.005556106756622681}}",runs\s1_r018.parquet
s1_r019,S1,648880281,168,G72K010_G72F010_l1,0,0,0,4,12.1437548,instant,obs_and,1,0.020852186,0.000187913,10079,0,0,0,0,0,10079,G72F011_G72K010_l1;G72F012_G72F011_l1;G72F250_G72F010_l1;G72F252_G72F252_200957745_l1;G72F260_G72F250_l1;G72F550_G72F010_l1;G72K010_G72F010_l1;G72K560_G72K560_201188562_l1;G72F010_G71F200_l1,"{""depth__node_G72K010"": {""snr_db"": 25.190503518196046, ""drift_frac"": 0.030359387007570328, ""resolution"": 0.0014491935371532486, ""dropout_frac"": 0.004960809604127394}, ""flow__G72F010_G71F200_l1"": {""snr_db"": 39.14082085628175, ""drift_frac"": 0.011815179592763837, ""resolution"": 7.396756223196917e-05, ""dropout_frac"": 0.007143565829943447}, ""vel__G72F010_G71F200_l1"": {""snr_db"": 37.558230794168466, ""drift_frac"": 0.01362421397433708, ""resolution"": 9.617784660411144e-06, ""dropout_frac"": 0.008234943942851474}, ""ushear__G72F010_G71F200_l1"": {""snr_db"": 34.142152049506095, ""drift_frac"": 0.013674885661323306, ""resolution"": 5.883531038827725e-07, ""dropout_frac"": 0.008036511558686378}}",runs\s1_r019.parquet
s1_r020,S1,649272946,168,G73F030_G73F020_l1,0,0,0,1,3.962853571,instant,obs_and,1,0.01,0.000109978,10079,0,0,0,0,0,10079,G73F010_G73F000_l1;G73F020_G73F010_l1;G73F030_G73F020_l1;G73F040_G73F030_l1;G73K040_G73F040_l1;G73K041_G73F040_l1,"{""depth__node_G73F030"": {""snr_db"": 21.13399412633903, ""drift_frac"": 0.00990713392727895, ""resolution"": 0.0003496729737408158, ""dropout_frac"": 0.008234943942851474}, ""flow__G73F020_G73F010_l1"": {""snr_db"": 36.26845852069457, ""drift_frac"": 0.01975229842854506, ""resolution"": 3.679498615800673e-05, ""dropout_frac"": 0.008731024903264212}, ""vel__G73F020_G73F010_l1"": {""snr_db"": 38.21710360426663, ""drift_frac"": 0.03186582512346263, ""resolution"": 1.0056178542237494e-05, ""dropout_frac"": 0.007639646790356186}, ""ushear__G73F020_G73F010_l1"": {""snr_db"": 30.05409589049933, ""drift_frac"": 0.017580273416981835, ""resolution"": 7.495170658086429e-07, ""dropout_frac"": 0.005556106756622681}}",runs\s1_r020.parquet
s1_r021,S1,1267612399,168,G63F040_G63F030_l1,0,0,0,14,14.91931915,instant,obs_and,1,0.01,0.000508519,10079,0,0,0,0,0,10079,G63F020_G63F010_l1;G63F030_G63F020_l1;G63F040_G63F030_l1;G63F060_G63F040_l1;G63F070_G63F060_l1;G63S021_G63F020_l1,"{""depth__node_G63F040"": {""snr_db"": 39.06820813391289, ""drift_frac"": 0.037298297870568785, ""resolution"": 0.0011314816861683079, ""dropout_frac"": 0.007738862982438734}, ""flow__G63F030_G63F020_l1"": {""snr_db"": 35.952537695387335, ""drift_frac"": 0.04340545632363596, ""resolution"": 0.00013560681100533288, ""dropout_frac"": 0.010120051592419884}, ""vel__G63F030_G63F020_l1"": {""snr_db"": 24.69076553927288, ""drift_frac"": 0.035051370540734754, ""resolution"": 7.843092296930818e-06, ""dropout_frac"": 0.006945133445778351}, ""ushear__G63F030_G63F020_l1"": {""snr_db"": 34.92622603553769, ""drift_frac"": 0.00822182023115169, ""resolution"": 5.089263411730321e-07, ""dropout_frac"": 0.006449052485365612}}",runs\s1_r021.parquet
s1_r022,S1,1759845684,168,G71F265_G71F070_l2,0,0,0,4,16.15024076,instant,obs_and,1,0.011476569,0.001055384,10079,0,0,0,0,0,10079,G71F06R_G71F060_l1;G71F070_G71F06R_l1;G71F265_G71F070_l2;G71F280_G71F06R_l1,"{""depth__node_G71F265"": {""snr_db"": 25.358889987035905, ""drift_frac"": 0.040375601898352625, ""resolution"": 0.0008321752300967471, ""dropout_frac"": 0.005754539140787777}, ""flow__G71F070_G71F06R_l1"": {""snr_db"": 24.520308312973867, ""drift_frac"": 0.015617560603776332, ""resolution"": 7.995370656301609e-05, ""dropout_frac"": 0.004861593412044846}, ""vel__G71F070_G71F06R_l1"": {""snr_db"": 28.288944046414265, ""drift_frac"": 0.0091525855410039, ""resolution"": 1.124837146079105e-05, ""dropout_frac"": 0.00515924198829249}, ""ushear__G71F070_G71F06R_l1"": {""snr_db"": 24.123585866116233, ""drift_frac"": 0.012524649141752144, ""resolution"": 7.723328487392148e-07, ""dropout_frac"": 0.007738862982438734}}",runs\s1_r022.parquet
s1_r023,S1,2112759876,168,G72K060_G72F060_l1,0,0,0,7,15.48792313,instant,obs_and,1,0.01,0.000750183,10079,0,0,0,0,0,10079,G72F061_G72K060_l1;G72F062_G72F061_l1;G72F870_G72K050_l1;G72K060_G72F060_l1;G72F060_G72K050_l1,"{""depth__node_G72K060"": {""snr_db"": 29.86455185704786, ""drift_frac"": 0.03871980783533041, ""resolution"": 0.000699551822013399, ""dropout_frac"": 0.005060025796209942}, ""flow__G72F060_G72K050_l1"": {""snr_db"": 23.90059755664107, ""drift_frac"": 0.049429291886699346, ""resolution"": 5.7386212308386416e-05, ""dropout_frac"": 0.008731024903264212}, ""vel__G72F060_G72K050_l1"": {""snr_db"": 21.483153998432016, ""drift_frac"": 0.012121194600472653, ""resolution"": 1.4063409359462536e-05, ""dropout_frac"": 0.006349836293283064}, ""ushear__G72F060_G72K050_l1"": {""snr_db"": 23.586783595032102, ""drift_frac"": 0.017505722586140943, ""resolution"": 9.66457796590846e-07, ""dropout_frac"": 0.005655322948705229}}",runs\s1_r023.parquet
s1_r024,S1,139638166,168,G70F060_G70F050_l1,0,0,0,5,7.838289629,instant,obs_and,1,0.01,0.000382704,10079,0,0,0,0,0,10079,G70F040_G70F030_l1;G70F050_G70F040_l1;G70F060_G70F050_l1;G70F070_G70F060_l1;G71F010_G70F070_l1,"{""depth__node_G70F060"": {""snr_db"": 26.77638260972289, ""drift_frac"": 0.019595724071409457, ""resolution"": 0.0008319065965512918, ""dropout_frac"": 0.008135727750768925}, ""flow__G70F050_G70F040_l1"": {""snr_db"": 33.871059922170545, ""drift_frac"": 0.03649189990010057, ""resolution"": 9.755289703949767e-05, ""dropout_frac"": 0.007143565829943447}, ""vel__G70F050_G70F040_l1"": {""snr_db"": 23.256450160065796, ""drift_frac"": 0.04762159836574042, ""resolution"": 8.180442937889083e-06, ""dropout_frac"": 0.006151403909117968}, ""ushear__G70F050_G70F040_l1"": {""snr_db"": 31.282027791063364, ""drift_frac"": 0.0014469999390113398, ""resolution"": 5.560249623963018e-07, ""dropout_frac"": 0.005655322948705229}}",runs\s1_r024.parquet
