run_id,scenario,seed,duration_h,target,final_sev,ramp_min,onset_min,antecedent_dry_days,antecedent_precip_index,ramp_type,label_scheme,k_loss_max,obs_tau_depth,obs_tau_flow,n_rows,n_blk_cause,n_blk_obs_or,n_blk_obs_and,n_blk_obs_depth,n_rain_obs_and,n_normal_obs_and,sensor_conduits,realism,parquet
s3_r010,S3,541635107,48,G70F040_G70F030_l1,0.5940293358487914,0,1925,5,9.131428900656324,instant,obs_and,6.067512723158808,0.01,0.0004739304857913311,2879,954,0,0,0,0,2879,G70F020_G70F010_l1;G70F030_G70F020_l1;G70F040_G70F030_l1;G70F050_G70F040_l1;G70F060_G70F050_l1;G70F100_G70F030_l1,"{""depth__node_G70F040"": {""snr_db"": 26.429100745024755, ""drift_frac"": 0.02282857225164081, ""resolution"": 0.0007962297937276099, ""dropout_frac"": 0.02396665508857242}, ""flow__G70F030_G70F020_l1"": {""snr_db"": 32.420219528310554, ""drift_frac"": 0.03723327377456278, ""resolution"": 9.97733508632812e-05, ""dropout_frac"": 0.020145883987495658}, ""vel__G70F030_G70F020_l1"": {""snr_db"": 32.0257401082488, ""drift_frac"": 0.0028340589196738488, ""resolution"": 8.408357942420319e-06, ""dropout_frac"": 0.021187912469607502}, ""ushear__G70F030_G70F020_l1"": {""snr_db"": 32.81184188024011, ""drift_frac"": 0.04018100697246568, ""resolution"": 5.498363668729828e-07, ""dropout_frac"": 0.022924626606460576}}",runs\s3_r010.parquet
s3_r011,S3,771211458,60,G72F010_G71F200_l1,0.6488818940856953,480,1483,11,2.344875464368761,gradual,obs_and,8.111357629723946,0.01,0.001161195003804952,3599,2042,1161,0,1161,0,3599,G72F010_G71F200_l1;G72F011_G72K010_l1;G72F250_G72F010_l1;G72F252_G72F252_200957745_l1;G72F260_G72F250_l1;G72F550_G72F010_l1;G72K560_G72K560_201188562_l1;G71F200_G71F190_l1,"{""depth__node_G72F010"": {""snr_db"": 34.3089318184606, ""drift_frac"": 0.005862188660921902, ""resolution"": 0.0018986628634380844, ""dropout_frac"": 0.015559877743817728}, ""flow__G71F200_G71F190_l1"": {""snr_db"": 22.410720045819083, ""drift_frac"": 0.00940075472739595, ""resolution"": 7.325288831324616e-05, ""dropout_frac"": 0.01972770213948319}, ""vel__G71F200_G71F190_l1"": {""snr_db"": 29.795518062722046, ""drift_frac"": 0.017760893736832952, ""resolution"": 4.752756107513504e-06, ""dropout_frac"": 0.018616282300639067}, ""ushear__G71F200_G71F190_l1"": {""snr_db"": 37.62986154961713, ""drift_frac"": 0.049470783994959557, ""resolution"": 3.141906739837559e-07, ""dropout_frac"": 0.01722700750208391}}",runs\s3_r011.parquet
s3_r012,S3,1991227866,72,G60F210_G60F190_l1,0.7721645165119033,0,2066,8,13.46927098518153,instant,obs_and,19.264479277542932,0.010665814004443533,0.0004301817443764373,4319,2253,2248,19,2248,0,4300,G60F180_G60F170_l1;G60F190_G60F180_l1;G60F210_G60F190_l1;G63F010_G60F210_l1;G63F020_G63F010_l1,"{""depth__node_G60F210"": {""snr_db"": 30.983253486973716, ""drift_frac"": 0.033673177462953834, ""resolution"": 0.0017079711281899387, ""dropout_frac"": 0.010882148645519797}, ""flow__G60F190_G60F180_l1"": {""snr_db"": 37.384186010426106, ""drift_frac"": 0.011408008462327436, ""resolution"": 0.00013448436682394972, ""dropout_frac"": 0.015281315119240566}, ""vel__G60F190_G60F180_l1"": {""snr_db"": 24.381850140970222, ""drift_frac"": 0.03278081413839511, ""resolution"": 1.559197158756487e-05, ""dropout_frac"": 0.013660569576290808}, ""ushear__G60F190_G60F180_l1"": {""snr_db"": 34.04876003882879, ""drift_frac"": 0.026821000481707897, ""resolution"": 1.030549347086422e-06, ""dropout_frac"": 0.01412363973141931}}",runs\s3_r012.parquet
s3_r013,S3,1624299974,72,G71F090_G71F265_l1,0.4222528610917534,720,1846,11,8.094790112246756,gradual,obs_and,2.995879857656324,0.01,0.0009080741177684403,4319,2302,0,0,0,0,4319,G71F070_G71F06R_l1;G71F090_G71F265_l1;G71F265_G71F070_l2,"{""depth__node_G71F090"": {""snr_db"": 35.64481357952663, ""drift_frac"": 0.020236975280616888, ""resolution"": 0.001042668226593521, ""dropout_frac"": 0.012039824033341051}, ""flow__G71F265_G71F070_l2"": {""snr_db"": 25.779231862889905, ""drift_frac"": 0.012996633479436172, ""resolution"": 7.97850920323514e-05, ""dropout_frac"": 0.015049780041676314}, ""vel__G71F265_G71F070_l2"": {""snr_db"": 38.00046041843477, ""drift_frac"": 0.030635931757708568, ""resolution"": 7.948093803154996e-05, ""dropout_frac"": 0.010187543412827044}, ""ushear__G71F265_G71F070_l2"": {""snr_db"": 29.773576143858477, ""drift_frac"": 0.025231908072823613, ""resolution"": 5.416099274965837e-06, ""dropout_frac"": 0.012271359110905301}}",runs\s3_r013.parquet
s3_r014,S3,1834635602,72,G73F000_G72F120_l1,0.7121873451742033,240,1966,4,15.231690187467938,gradual,obs_and,12.072027858830133,0.01,0.00033158066771619743,4319,2319,0,0,0,0,4319,G72F350_G72F340_l1;G73F000_G72F120_l1;G73F001_G73F000_l1;G73F002_G73F001_l1;G73F007_G73F000_l1;G73F008_G73F007_l1;G73F010_G73F000_l1;G73F020_G73F010_l1;G74F130_G72F120_l1;G74F140_G74F130_l1;G72F120_G72F110_l1,"{""depth__node_G73F000"": {""snr_db"": 25.146676865639222, ""drift_frac"": 0.03807922546866985, ""resolution"": 0.00045640771435383323, ""dropout_frac"": 0.012734429266033805}, ""flow__G72F120_G72F110_l1"": {""snr_db"": 29.54596910462261, ""drift_frac"": 0.044513254227801176, ""resolution"": 5.007544332246473e-05, ""dropout_frac"": 0.014818244964112062}, ""vel__G72F120_G72F110_l1"": {""snr_db"": 34.0897367212157, ""drift_frac"": 0.04975910342988604, ""resolution"": 7.690281083961581e-06, ""dropout_frac"": 0.013660569576290808}, ""ushear__G72F120_G72F110_l1"": {""snr_db"": 34.931411695871034, ""drift_frac"": 0.03778327059242492, ""resolution"": 5.342592899615984e-07, ""dropout_frac"": 0.01389210465385506}}",runs\s3_r014.parquet
s3_r015,S3,1166210025,60,G71F090_G71F265_l1,0.6314390654723392,240,2101,14,17.321231230965125,gradual,obs_and,7.361755663110135,0.01,0.0003942984253985781,3599,1459,692,0,692,0,3599,G71F070_G71F06R_l1;G71F090_G71F265_l1;G71F265_G71F070_l2,"{""depth__node_G71F090"": {""snr_db"": 39.92430369745659, ""drift_frac"": 0.043303078077412814, ""resolution"": 0.0011353684798829297, ""dropout_frac"": 0.014726312864684635}, ""flow__G71F265_G71F070_l2"": {""snr_db"": 32.768420221638465, ""drift_frac"": 0.0412175198461464, ""resolution"": 7.972171839114469e-05, ""dropout_frac"": 0.018616282300639067}, ""vel__G71F265_G71F070_l2"": {""snr_db"": 33.59445700111002, ""drift_frac"": 0.03853756423322514, ""resolution"": 7.942718277964908e-05, ""dropout_frac"": 0.01694915254237288}, ""ushear__G71F265_G71F070_l2"": {""snr_db"": 34.05053372943388, ""drift_frac"": 0.004678132653768464, ""resolution"": 5.412711889989044e-06, ""dropout_frac"": 0.014170602945262572}}",runs\s3_r015.parquet
s3_r016,S3,811463036,72,G60F160_G60F140_l1,0.2517268191374708,480,1935,9,5.252069990620598,gradual,obs_and,1.7859925395307903,0.01,0.001205026010196056,4319,2193,0,0,0,0,4319,G60F130_G60F120_l1;G60F140_G60F130_l1;G60F141_G60F140_l1;G60F160_G60F140_l1;G60F170_G60F160_l1;G60F180_G60F170_l1,"{""depth__node_G60F160"": {""snr_db"": 32.71084136210354, ""drift_frac"": 0.013130174976551496, ""resolution"": 0.0009998031983510449, ""dropout_frac"": 0.012271359110905301}, ""flow__G60F140_G60F130_l1"": {""snr_db"": 28.147225645069973, ""drift_frac"": 0.01720464432697524, ""resolution"": 0.00013438381552106018, ""dropout_frac"": 0.007640657559620283}, ""vel__G60F140_G60F130_l1"": {""snr_db"": 36.94352263741419, ""drift_frac"": 0.04102763899005643, ""resolution"": 2.133569361287424e-05, ""dropout_frac"": 0.012965964343598054}, ""ushear__G60F140_G60F130_l1"": {""snr_db"": 30.67217781123611, ""drift_frac"": 0.026728717421676786, ""resolution"": 1.4052107702833692e-06, ""dropout_frac"": 0.012965964343598054}}",runs\s3_r016.parquet
s3_r017,S3,433973068,60,G73F020_G73F010_l1,0.554086337790972,0,2018,2,17.652840634405464,instant,obs_and,5.0291946220188635,0.01,0.00034025309300073195,3599,1581,0,0,0,0,3599,G73F000_G72F120_l1;G73F001_G73F000_l1;G73F007_G73F000_l1;G73F010_G73F000_l1;G73F020_G73F010_l1;G73F030_G73F020_l1;G73F040_G73F030_l1,"{""depth__node_G73F020"": {""snr_db"": 22.113267827139317, ""drift_frac"": 0.04413210158601366, ""resolution"": 0.0005214246412051024, ""dropout_frac"": 0.012503473186996388}, ""flow__G73F010_G73F000_l1"": {""snr_db"": 25.7160362667477, ""drift_frac"": 0.03897254481827997, ""resolution"": 3.656695617965788e-05, ""dropout_frac"": 0.019449847179772158}, ""vel__G73F010_G73F000_l1"": {""snr_db"": 35.492661908314815, ""drift_frac"": 0.024583922281432774, ""resolution"": 3.3379399909288545e-06, ""dropout_frac"": 0.013892747985551542}, ""ushear__G73F010_G73F000_l1"": {""snr_db"": 21.605583115379996, ""drift_frac"": 0.01788737961381733, ""resolution"": 2.4628903192187667e-07, ""dropout_frac"": 0.014448457904973604}}",runs\s3_r017.parquet
s3_r018,S3,1445138275,72,G60F070_G60F060_l1,0.488447034509861,240,1455,10,5.709920713366808,gradual,obs_and,3.821367333240798,0.01,0.0009300611649856944,4319,2814,0,0,0,0,4319,G60F040_G60F030_l1;G60F060_G60F040_l1;G60F070_G60F060_l1;G60F090_G60F070_l1;G60F110_G60F090_l1,"{""depth__node_G60F070"": {""snr_db"": 34.01435680660802, ""drift_frac"": 0.014274801783417019, ""resolution"": 0.0008854398389409852, ""dropout_frac"": 0.007872192637184533}, ""flow__G60F060_G60F040_l1"": {""snr_db"": 32.51204950176326, ""drift_frac"": 0.0009370029828339289, ""resolution"": 0.00017245708649161857, ""dropout_frac"": 0.01389210465385506}, ""vel__G60F060_G60F040_l1"": {""snr_db"": 29.05240840445759, ""drift_frac"": 0.018932904850637207, ""resolution"": 1.2623060938353662e-05, ""dropout_frac"": 0.013197499421162306}, ""ushear__G60F060_G60F040_l1"": {""snr_db"": 39.41778296481187, ""drift_frac"": 0.01475381364742477, ""resolution"": 8.248439405289211e-07, ""dropout_frac"": 0.007872192637184533}}",runs\s3_r018.parquet
s3_r019,S3,1108327660,72,G72F010_G71F200_l1,0.22327064564246768,240,2109,8,3.4588202801095336,gradual,obs_and,1.6575268153967024,0.014563976750878026,0.0006042874537463487,4319,2102,0,0,0,0,4319,G72F010_G71F200_l1;G72F011_G72K010_l1;G72F250_G72F010_l1;G72F252_G72F252_200957745_l1;G72F260_G72F250_l1;G72F550_G72F010_l1;G72K560_G72K560_201188562_l1;G71F200_G71F190_l1,"{""depth__node_G72F010"": {""snr_db"": 30.194878578414844, ""drift_frac"": 0.008647050700273834, ""resolution"": 0.0017700420761467368, ""dropout_frac"": 0.012039824033341051}, ""flow__G71F200_G71F190_l1"": {""snr_db"": 28.467116444446653, ""drift_frac"": 0.03159349843383522, ""resolution"": 7.36092310280175e-05, ""dropout_frac"": 0.018291271127575826}, ""vel__G71F200_G71F190_l1"": {""snr_db"": 26.730080998140167, ""drift_frac"": 0.012647221646069557, ""resolution"": 4.769238911945209e-06, ""dropout_frac"": 0.019912016670525584}, ""ushear__G71F200_G71F190_l1"": {""snr_db"": 33.34089542194226, ""drift_frac"": 0.03478205705461632, ""resolution"": 3.1517669266441334e-07, ""dropout_frac"": 0.011345218800648298}}",runs\s3_r019.parquet
s3_r020,S3,892271267,48,F74F440_F74F430_l1,0.4630192864148373,480,1551,7,6.930248585475891,gradual,obs_and,3.4680282349792404,0.01,0.0013798385124561964,2879,1224,76,0,76,0,2879,F74F420_F74F410_l1;F74F430_F74F420_l1;F74F440_F74F430_l1;F74F445_F74F440_l1;G60F010_F74F445_l1,"{""depth__node_F74F440"": {""snr_db"": 29.466567098121637, ""drift_frac"": 0.01732562146368973, ""resolution"": 0.001188954777935451, ""dropout_frac"": 0.02049322681486627}, ""flow__F74F430_F74F420_l1"": {""snr_db"": 28.908668384332472, ""drift_frac"": 0.03829402255248514, ""resolution"": 0.00017143541965538, ""dropout_frac"": 0.026398054880166725}, ""vel__F74F430_F74F420_l1"": {""snr_db"": 23.811841529585166, ""drift_frac"": 0.008064469458109652, ""resolution"": 2.8260528584100136e-05, ""dropout_frac"": 0.020145883987495658}, ""ushear__F74F430_F74F420_l1"": {""snr_db"": 25.29187880596715, ""drift_frac"": 0.03284567763946624, ""resolution"": 1.765531182397199e-06, ""dropout_frac"": 0.02049322681486627}}",runs\s3_r020.parquet
s3_r021,S3,519811069,72,G65F120_G65F110_l1,0.6363850955927084,0,1480,9,14.73535549165285,instant,obs_and,7.563392648825105,0.01,0.000438344619572255,4319,2839,0,0,0,0,4319,G65F090_G65F080_l1;G65F110_G65F090_l1;G65F120_G65F110_l1;G65F130_G65F120_l1;G70F010_G65F130_l1,"{""depth__node_G65F120"": {""snr_db"": 31.808839794920793, ""drift_frac"": 0.03683838872913213, ""resolution"": 0.0008854474363118204, ""dropout_frac"": 0.01620745542949757}, ""flow__G65F110_G65F090_l1"": {""snr_db"": 34.952737503618785, ""drift_frac"": 0.038686569249745964, ""resolution"": 0.00011511068197254346, ""dropout_frac"": 0.010650613567955545}, ""vel__G65F110_G65F090_l1"": {""snr_db"": 23.67852980910821, ""drift_frac"": 0.03586069369141417, ""resolution"": 7.718115772365915e-06, ""dropout_frac"": 0.017365130817318823}, ""ushear__G65F110_G65F090_l1"": {""snr_db"": 33.953100135777376, ""drift_frac"": 0.01803226074302936, ""resolution"": 4.922205628552057e-07, ""dropout_frac"": 0.01435517480898356}}",runs\s3_r021.parquet
s3_r022,S3,1089047757,72,G60F130_G60F120_l1,0.4678454292451276,0,1956,3,10.472938329924013,instant,obs_and,3.53121699958434,0.015360928616475932,0.00037204666205820265,4319,2363,0,0,0,0,4319,G60F110_G60F090_l1;G60F120_G60F110_l1;G60F130_G60F120_l1;G60F140_G60F130_l1;G60F141_G60F140_l1;G60F160_G60F140_l1,"{""depth__node_G60F130"": {""snr_db"": 23.10509504543097, ""drift_frac"": 0.026182345824810035, ""resolution"": 0.0008724946714195905, ""dropout_frac"": 0.017365130817318823}, ""flow__G60F120_G60F110_l1"": {""snr_db"": 38.7576586790992, ""drift_frac"": 0.011840151503965852, ""resolution"": 0.00013433395381531803, ""dropout_frac"": 0.012734429266033805}, ""vel__G60F120_G60F110_l1"": {""snr_db"": 20.24584751121828, ""drift_frac"": 0.009706995194794033, ""resolution"": 1.2430646823923605e-05, ""dropout_frac"": 0.009956008335262792}, ""ushear__G60F120_G60F110_l1"": {""snr_db"": 36.13222698779098, ""drift_frac"": 0.02561689345175934, ""resolution"": 8.097531082621494e-07, ""dropout_frac"": 0.020143551748089836}}",runs\s3_r022.parquet
